tweet_id	tweet_text
420	Plane crash? Bridge collapse? Wildfire? Assassination attempt? Whatever the crisis, Trump and friends keep blaming diversity, equity, and inclusion (DEI), ignoring the complexities on the ground. It's a strategy that's as hypocritical as it is effective.
421	2nd Outright  in 2025 where we both had the winner!  Min Woo baby! UNITS on UNITS on UNITS!
423	Unbelievable. 100’s of victims of the Eaten wildfire are being pushed out of a Red Cross shelter at the Pasadena convention center for a television production…
424	Special Envoy  @RichardGrenell  Says No DEI in LA Fire Cleanup: ‘That Bullsh*t Can’t Happen’  EPA Chief Lee Zeldin says agency is working ‘around the clock‘ to clean up L.A. Fires. @CaliforniaGlobe  was on the ground in fire ravaged Pacific Palisades.  https://californiaglobe.com/fl/special-envoy-ric-grenell-says-no-dei-in-la-fire-cleanup-that-bullsht-cant-happen/…
425	United States Army Specialist Four Bobby Joe Gravel was killed in action on April 6, 1968 in Thua Thien Province, South Vietnam. Bobby was 20 years old and from Lawndale, California. 1st Cavalry Division. Remember Bobby today. American Hero.
426	This is wrong.  Do you Agree?
427	. @AaronDonald97  had to send a special message to  @WalterNolen4  on his big day   : 2025 #NFLCombine on NFL Network : Stream on  @NFLPlus
428	N. Korean team leaves for Harbin for 2025 Asian Winter Games: KCNA >
429	"Aerial images captured the moment flames from the Palisades Fire formed what looked like a ""fire tornado.""  According to the National Weather Service, this can be fueled by intense heat and high winds.   Watch live fire coverage here: https://abc7.la/4fT8VNC"
430	#BREAKING All Pacific Palisades residents now allowed to return home for first time since fire
431	And so it begins x.com/TaraBull808/st…
432	L.A. Wildfires: SCE Admits Its Equipment May Have Ignited Hurst Fire North Of Los Angeles https://tinyurl.com/2h2buv44
433	Somebody has already filed an SB9 application to replace their burned-down home in the Palisades with two homes plus an ADU
434	Gene Hackman USMC Passed on Feb 26, 2025 at 97yrs of age. Semper Marine
435	Exclusive–Lee Zeldin: A Record-Breaking Response: How EPA Tackled California's Wildfire Crisis
436	They have no relevant experience.   Most of them aren't old enough to rent a car.   And you're going to let them mess with airline safety that's already deteriorated on your watch?
437	I expect to be warmly welcomed by my dear friends in California
438	The Palisades fire is now also 100% contained.
439	Gavin Newsom just said the Pacific Palisades will have to be rebuilt considering “climate change.”    RIP Pacific Palisades.
440	what do the eagles need to do to beat the chiefs?
441	All Tings Considered Episode 256 is out!  2 of the funniest dudes in Old School, Ken Fritz and Joel Demir, join me this week to chat about our time at the greatest tourney on earth.  https://alltingsconsidered.com/2025/03/14/episode-256-chalice-2025-ken-fritz-and-joel-demir/…
442	"California utility company Southern California Edison on Thursday said its equipment “may be associated with” the ignition of the #HurstFire, which burned alongside the Eaton and Palisades fires during January’s #LosAngeles firestorms. https://cnn.com/2025/02/06/us/southern-california-edison-hudson-hurst-fire/index.html - 
@CNN
 "
443	#Columbia alumni rip up #diplomas to #Protest activist #MahmoudKhalil ’s arrest  Group of #Sipa graduates demonstrate against government’s jailing of graduate #student, who spoke up for #Palestinians  #HumanRightsViolations
444	Howell ruled that the defendants’ motion to disqualify her “relies only on speculation, innuendo, and basic legal disagreements that provide no basis for disqualification of a judge,” and must be denied.
445	To read the LA Times article, visit https://latimes.com/california/story/2025-01-29/heavy-metals-found-in-monterey-estuary-after-moss-landing-lithium-battery-fire…
446	Last summer, Jasper National Park had a devastating wildfire burning 39,000 hectares and 1/3 of Jasper town.  It was Canada's 9th most expensive natural disaster and destroyed so much history and natural beauty.  There was so much gov failure before & after. Let's take a look:
447	GO, GOLD, GOOOOO!   Louisiana Cheer Force Gold doing a rewind into hand-in-hand?? WILD  Limited Small Senior Coed 6 | CHEERSPORT 2025
448	The litany of Los Angeles municipal incompetence and negligence just continues to grow.
449	Don't miss this webinar by  @commlabindia ! Drive organizational success and employee development amid a demanding landscape. Join us to learn all the L&D trends for 2025!  Live on January 23 at 11:00AM EST. https://hubs.la/Q032rK150  #lndtrends #employeedevelopment
450	Dear people, moving to Arkansas from California, Washington, Oregon, even the blue liberal cities of Texas. Please stop asking us to change into what you just moved from if you don’t like it here -go back.  If you hated it so much, why  are you trying to turn us into what you
451	Photo ID to vote is common sense.  Citizen only voting is common sense.  Removing ineligible voters from voter rolls is common sense.  California needs common sense.
452	The Palisades Fire, the Eaton Fire, and the Hughes Fire are now all at 100% containment.
453	ICYMI: Republicans Shut Down Vote on Trump-Proofing CA!    It’s high time we focus on wildfire and cost-of-living instead!   https://asmrc.org/assembly-republicans-shut-down-vote-on-trump-proofing-slush-fund/…
454	 NY GOV HOCHUL DECLARES STATE OF EMERGENCY AS LONG ISLAND WILDFIRES SCORCH THOUSANDS OF ACRES  Massive brush fires erupted in Suffolk County near Westhampton, forcing road closures, including parts of Sunrise Highway.  Officials warn the fires remain uncontrolled, fueled by
455	We need to watch the Delta area in LA/MS for the possibility that supercells could form ahead of the squall line. If they do form, a significant #tornado threat will exist. #LAwx #MSwx
456	A controversial trip to Syria in 2017 produced a possible sighting of Austin Tice, an imprisoned journalist. The Economist has uncovered new details about the case, and how it’s related to Donald Trump’s nominee for director of national intelligence https://econ.st/3Cc8U9W
457	Take Profit Trader vs Apex Trader Funding 2025: Full Comparison
458	Nova Scotia Canada team to walk in Paris Fashion Week. Ethan Horton from Sackville, Nova Scotia  16 years old, still in high school listen to his itinerary!  #Fashion #ParisFashionWeek 2025
459	 | Daily Tweet | 2025.01.25 | Brand Reputation | BTS V | #방탄소년단뷔 #김태형 #Taehyung #뷔 #キムテヒョン  @BTS_twt
460	". @ClayTravis  on the disastrous results of L.A. voters choosing Karen Bass over  @RickCarusoLA : ""Rick Caruso has one of the biggest developments in Pacific Palisades and none of it burned down. He had them ready to protect the area there."""
461	"#BREAKING! TEXAS NEXT?! <--- Wildfires have touched almost EVERY part of the US!  Specific Areas with specific ""contracts"" are seemingly burning to the ground, saving TONS of money on prepping this land...  Not the first and certainly OWN'T be the last!"
462	A Pomeranian who would only return for one man spent five days missing in Pacific Palisades, until a community of strangers rallied to bring him home.
463	Romance and Revelry: Ella Quinn’s Gift to You! - https://mailchi.mp/freshfiction/2025-01-valentine-ella-quinn…
464	I have only been in Dallas, Texas for 6 Days and I have received more love here in 6 Days than I received in Los Angeles for 29 Years. New Beginnings! 
465	 The Palisades Fire land grab has begun!  This empty house formerly housing a house listed for $9.5 million on a modest 7700 square foot lot was listed at $2.9 million a month after fire & just sold for $3.1 million.   That much for a medium size empty lot where everything gone
466	LZK continues Severe Thunderstorm Warning [wind: 60 MPH (RADAR INDICATED), hail: 1.00 IN (RADAR INDICATED)] for Independence, Jackson, White, Woodruff [AR] till 7:30 PM CDT https://mesonet.agron.iastate.edu/vtec/f/2025-O-CON-KLZK-SV-W-0073_2025-03-30T23:58Z…
467	"#wildfire  rapidly spread near a major highway in #LosAngeles County, threatening nearby structures

#Bushfire #Wildfire #LosAnglesWildfire #USA #USAWildfire #TheDailyIntake"
468	 #BREAKING: The Palisades Fire has expanded to over 5,000 acres, and over 1,000 structures have already been lost  There is a “high number of significant injuries,” per LAFD  Multiple fatalities reported in the Eaton Fire as well.  Both are expanding.
469	California governor asks Congress for nearly $40 billion for Los Angeles wildfire relief
470	Another move by Donald Trump to reduce the number of wildfire firefighters in this country. Another move that will have dire consequences for California and beyond.
471	Ya'll wanna know about the OKC bombing? About J.D. Cash and Roger Charles' investigations? About a new investigation that includes exclusive access to Terry Nichols?    Follow  @BlowbackBook Blowback is coming. July. 2025.
472	Here's a 12-hour time lapse of the horrific #PalisadesFire.  You can see the fire spreading toward the coast and the camera blowing in the extreme winds.  Live stream: https://cameras.alertcalifornia.org/?pos=34.0124_-118.4977_13&id=Axis-Wilshire2…
473	Another fire in San Clemente, Orange County  California also just had 3 new fires in San Diego today. Los Angeles is dealing with the Pacific Palisades fires and had multiple nearby fires  Seems like arson. Maybe Gavin Newsom shouldn’t have flooded the state with illegal migrants
474	California - $36B in debt Highest taxation - highest income tax, Highest sales tax, highest gas tax, Highest property tax,  highest power cost - pg&e Total mismanagement - Bullet train, $5B spent, received nothing, not wanted Worst roads in USA  Toll bridges and roads - millions
475	California’s world-class public universities and promise to protect people’s rights should be an example for the rest of the country. But Trump is attacking both.    I’m running for governor to stand up to his bullshit.
476	Since January 8, International Medical Corps has been on the ground responding to the #LAWildfires, providing critical medical and mental health care thanks to private donors. We’re working in shelters, distribution centres and re-entry points to support displaced communities.
477	“Every burned out home is a family.” Parts of Rep. Brad Sherman’s district has been devastated by the Palisades fire, an area President Trump is set to tour later today during his trip to California. Our conversation with Rep. 
478	Two of the largest wildfires in California, which burned thousands of acres and forced mass evacuations, have been fully contained after more than three weeks, officials confirmed late Friday.
479	CLE updates Severe Thunderstorm Warning [wind: 60 MPH (RADAR INDICATED), hail: <.75 IN (RADAR INDICATED)] (cancels Wood [OH], continues Ottawa, Sandusky [OH]) till 8:30 PM EDT https://mesonet.agron.iastate.edu/vtec/f/2025-O-CON-KCLE-SV-W-0009_2025-03-30T23:57Z…
480	"You do NOT want to invite that culture here.  Do. Not. Do. It.  ""Conservative"" Texas reeeeeally wants to become California and it is horrific to watch as a former Calfornian current Texas transplant.  I LEFT THAT STATE FOR A REASON.  Don't bring that reason to Texas!"
481	Here’s my testimony supporting a law in California that would ban men from women’s sports
482	algo con los stickers de XCry_CDMX 
483	LA burned because 85mph winds spread embers 2 miles away in minutes, as a drought was in effect.
484	 Speaker Announcement!  We’re thrilled to welcome  @sudobilityth , CTO at  @decentdao  to the ETHDenver 2025 stage!
485	After exploring the Earth's polar regions for 3 - 5 days, Fram2 will be the first Dragon human spaceflight mission to splash down off the coast of California. Learn more about returning Dragon recovery operations to the West Coast → http://spacex.com/updates/#dragon-recovery-to-return-to-the-us-west-coast…
486	Los Angeles is experiencing a devastating wildfire crisis, including the Palisades Fire, which has burned over 23,700 acres, claimed 24 lives, and destroyed more than 12,000 structures, displacing 105,000 residents. This satellite image, captured by Hammer on January 11, 2025, reveals the extent of the destruction.
487	"How California ecocrats blocked a Pacific Palisades wildfire mitigation project to protect an ""endangered""  shrub:  https://nypost.com/2025/01/14/us-news/california-bureaucrats-halted-pacific-palisades-fire-safety-project-to-save-endangered-shrub/

This isn't an aberration. The Endangered Species Act and its state equivalents have hugely contributed to the wildfire crisis we see today."
488	I'm confused, it's $20/mo on its own or free with Prime, which costs $15/mo?
489	//The Wire//2300Z January 8, 2025// //ROUTINE// //BLUF: PALISADES FIRE DEVASTATES LOS ANGELES SUBURBS.//   -----BEGIN TEARLINE-----  -HomeFront- Virginia: Richmond residents remain under a boil water advisory following a catastrophic failure due to winter storms at a local water
490	California has reached a milestone in our recovery from the LA fires with 7,100 residential parcels cleared of household hazardous waste. Phase I of the  @EPA ’s debris removal is now more than halfway complete.  Thank you to the crews on the ground for working to get us here.
491	Fire detected from #Sentinel2   Place: Guanajuato, #Mexico  Date: 2025/03/14 17:28UTC  View location: https://maps.google.com/?q=20.42230143958911,-101.9979822215078&t=k… (20.4223, -101.998)
492	We are deeply saddened by the devastating impact of the wildfires in LA. Please visit the link below to find ways to contribute, whether through donations, volunteer efforts, or other forms of support.
493	Eaton Fire - Virtual Community Meeting
494	Pacific Palisades: from the charred ruins of the historic Business Block to the fresh white blossoms on the trees across from the intact Village Mall. #PalisadesFire
495	Anyone has inf of numbers of tennis fans who watch tennis in stadium in 2025 vs 2022 ??
496	BREAKING: Turning Point USA members and booth at California University attacked and destroyed by Antifa as police do nothing.   Is it time to cancel all federal funding to these leftist indoctrination camps?
497	High school football: Walsh’s potential secures Lorain County recruits on signing day
498	I’m so proud of my hubby and his fellow firefighters. So far there’s only been minor damage to homes. They’re working so hard. 
499	 LAFD Update: There are four separate fires going. The Palisades fire is over 5000 acres now burned. All fires have 0% containment. LA is working with both the county and the city, and has requested outside county and state help as well. The winds are increasing in strength.
500	 BREAKING: LA Mayor Karen Bass’s Quiet Backdoor Amendments to the Rebuilding Order – A Betrayal of Our Communities!  @MayorOfLA  @KarenBassLA   promise of a fast & fair rebuild after  January wildfires is under threat. I’ve closely reviewed both the original Emergency
501	More acres have been burned by wildfires in January 2025 across California than in all the Januarys of the past 30+ years combined.  Unreal.
502	BREAKING: The two largest LA fires, Palisades & Eaton, are now 100% contained.   Thanks Gavin Newsom
503	@latimes : California-Mexico border, once overwhelmed, now nearly empty.  In 2022, I led a  @GOPoversight  delegation to California & witnessed the Biden Border Crisis firsthand. Joe Biden rolled out the welcome mat for illegal aliens.  President Trump is restoring law & order.
504	Strong winds on Monday drove an out-of-control wildfire through a remote area of eastern California, prompting evacuations for hundreds of homes.
505	The Future of Social Media: 10 Wild & Bold Predictions https://youtu.be/9W4duXjP6as?si=iFwKdNwWSW7XDHQm… via  @timenalls
506	According to BigHit Music, Jin quietly visited Andong, where wildfire damage was severe, and extended a helping hand.  Jin’s agency stated, “He decided to join the volunteer activity because he wanted to offer even a small help to those affected by the wildfire.”
507	On average, we have lost 45,000 family farms every year over the last century.  Thousands of these farms are right here in California, all due to the war on family farming in this state. Enough is enough.
508	Comedian Amber Ruffin nixed as White House correspondents’ dinner host
509	President Trump has an excellent track record of being ahead of other leaders on issues. He thinks long-term about America’s needs. I trust him on #tariffs. Change always brings disruption followed by stability. #Trump #stockmarket
510	UPDATE: Los Angeles weather reports expect up to 75mph gusts through Wednesday. The Palisades fire now has 16 dead and 12,000 buildings gone. LAFD is concerned it may jump the 405 freeway causing major destruction. Authorities ask everyone to please heed evacuation orders.
511	RANT Wildfire season is upon us. The properly managed land in central and eastern Oklahoma is not a big threat. People that inherit the land and let it become overgrown are the problem. Yes hunters are also part of the problem. We can't stop the problem but we can slow it down
512	"Danielle Smith says she wants to escalate her province’s war on fentanyl and is instructing her government to ""take immediate steps"" to go after fentanyl labs, “kingpins” and dealers"
513	USDA Warns Egg Prices Could Rise by 41 Percent in 2025
514	Interesting article  Auburn mentioned as one of the biggest spenders for 2025, which definitely lines up
515	Berkeley, California #HandsOff
516	NEXT WEEK! Join  @MayorCarter   and other sustainability leaders at the 2025 Climate Forum to help us shape the future of  @cityofsaintpaul 's climate future.  Register https://eventbrite.com/e/saint-paul-climate-forum-tickets-1248799345459?aff=oddtdtcreator…   Thursday, March 6  5:30-7:30 p.m. (Doors open at 5 p.m)  Food and drink available
518	ALERT:   Zero containment reported for all  major fires in California..  3400 acres burned in Palisades, Hurst and Eaton..
519	How to return to the Pacific Palisades today, after  @POTUS  @realDonaldTrump  pushed  @MayorOfLA  @KarenBassLA  to let residents back in to see their lots, collect the pieces of their lives, grieve, & start the process of rebuilding. (Thank you, President Trump.) #PalisadesFire (1/10)
520	Excellent piece,  @latimes , on the chaos of the #PalisadesFire evacuation.   Now, this area was about 37 sq miles.  Imagine it was an evacuation  instead for a 4000 sq mile area, and there were 10 million people, all trying to get out at the same time. This is the size and
521	A good week in Western Hall   #GoNecks | #OneGoal
522	Kinda wonder if Mattel getting the DC license back is partially due to the fact that when they have full rights to DC toys they can make both collector figures and kiddie stuff at the same time.  Meanwhile with mcfarlane the kid oriented lines are split up to other companies
523	The  @ChiStateWBB  team is back in the WIN column with a 76-60 win over Le Moyne today!   The Cougars are next in action Feb. 20 when they take on Central Connecticut State
524	Want to rebuild your home quickly, with fire-resistant materials, after a wildfire? Modular housing might be for you, @dillonliam writes: https://latimes.com/homeless-housing/story/2025-03-27/modular-housing-as-solution-to-wildfire-rebuilding…
525	H5N1 human-to-human transmission probability has increased for 2025 or 2026.   The strain, known as D1.1, was detected in Nevada dairy cattle after being the predominant variant in North American birds last fall and winter.
526	The political fires that ignited with President Donald Trump’s second inauguration shifted national attention away from the devastating wildfires in California.  Now entirely contained, the Los Angeles County fires should not be allowed to fade into the history books, chalked up
527	This is just the beginning of stars wanting to play with Wemby and the spurs
528	TONIGHT'S THE NIGHT!  Two venues. One night.  Your favorite artists are coming together for music & solidarity. Watch it live on KTLA+ tomorrow: http://tinyurl.com/jbydhpkp
529	#BREAKING: All of Pacific Palisades is currently under an evacuation order due to the fast-moving, wind-driven #PalisadesFire which has burned more than 200 acres. Evacuees are being urged to travel south toward Pacific Coast Highway. The latest:  https://trib.al/dUdvD56
530	Pro Wrestling Time Tunnel Championship Change Flashback:  51 Years Ago On This Day In Pro Wrestling History, January 15, 1974, John Tolos defeats Pak Song to win the NWA Americas Heavyweight Title in Long  Beach, California, to begin his 6th run with the Americas Title
531	TikTok is Going All In on Live Shopping. Here’s Why You Should Pay Attention  All signs point to TikTok doubling down on live shopping in 2025.  At a recent meeting with TikTok, they shared something shocking- last week’s live GMV surpassed what they saw during Black Friday.
532	Trump's tariffs will make millionaires in 2025  This is a once in a lifetime opportunity for incredible stocks like $NVDA $TSM $GOOGL $META $AMZN  Don't say I didn't warn you:
533	California: A wall of fire from the Palisades Fire. Multiple air tankers are now overhead as well as contracted aircraft from Canada.  #wildfire #cafire #cawx  Residents at the top of Palisades Drive are being asked to shelter in place due to block roads. Multiple cars have been
534	Rooster Teeth Rises Again: Co-Founder Burnie Burns Acquires Brand and Announces 2025 Slate
535	Of course we’re going to review California’s high-speed rail project. It’s years behind schedule, wasted billions of taxpayer dollars, and zero high-speed track has been laid.   This isn’t how you sell America on bold ideas—this is how you kill them.
536	NWS has issued a Flash Flood Warning for Malibu and the PCH within and near the #PalisadesFire and #FranklinFire burn areas. Intense convective downpours will likely generate debris flows and/or flash flooding in some portions of the burn area shortly. #CAwx
537	"""FIRE SIEGE EVENT"" Aerial footage shows the immense scale of the devastation from #PalisadesFire in the Pacific Palisades and Malibu. The fire has burned over 17,000 acres and destroyed ""thousands"" of structures, authorities said. Live updates: https://trib.al/3kYyN1e  ( AP"
538	Sodom and Gomora for the guilty. Tunnels and dumbs especially around the Getty.  Palisades Fire explodes in size, winds expected to worsen https://sfgate.com/california-wildfires/article/live-palisades-fire-updates-los-angeles-20020752.php?utm_campaign=CMS%20Sharing%20Tools%20(Premium)&utm_source=t.co&utm_medium=referral… via  @SFGate
539	11 PM EASTERN TIP OFF  FULL CARD WILL BE INCLUDED FREE FOR THE NEXT 5 MEMBERS WHO SIGN UP
540	picking up 15 amazon packages is as nice as this weatherrrrr
541	BREAKING EXCLUSIVE: Homeowners Devasted By The Manufactured Maui Wildfires Forced Into FEMA Camps & Refused Permits To Build Again On Their Own Land  Ezra Levant Issues Emergency Warning To Palisades Firestorm Victims Who Wish To Rebuild Their Homes @ezralevant    » WATCH/SHARE
542	"Five years ago, California was reeling from the Camp Fire, the country’s deadliest wildfire in a century. State lawmakers responded by mandating new building requirements to protect homes in high-risk areas, but by their January 2025 deadline, the
https://msn.com/en-us/weather/topstories/1-in-8-californians-live-in-the-most-dangerous-wildfire-zones/ar-AA1BS1sH?ocid=spr_weather&businessvertical=Weather"
543	Welcome to Gavin Newsom's California.
544	PACIFIC PALISADES NEVER STOOD A CHANCE.  It wasn’t drought conditions or climate change. It was bureaucratic incompetence, and there need to be major repercussions  The National Weather Service highlighted the Palisades, the San Fernando Valley and Hollywood as among the areas of
545	BREAKING - A California Department of Finance report has revealed that CA taxpayers have been spending $9.5 billion annually to provide free healthcare to illegals.  Billions for illegals, nothing for Americans.  You aren’t angry enough.
546	Join me for my live review of #SmackDown with Cody Rhodes on Miz TV, DIY vs. The Street Profits for the #WWE Tag Team Titles:
547	How Did Tragic Palisades Wildfire Start? Officials Looking Hard at One Theory.
548	News for Washingtonians: AARP is pushing for protections for your Social Security payments and data. Here's the latest on what the Social Security Administration is doing to ensure your benefits are secure:
549	UPDATE: Historic, deadly #PalisadesFire surpasses 20,000 acres; 8% contained
550	We released a wildfire map tool last week that lets people see how big the Palisades, Eaton or Hurst fires are compared to where they live. We've now added the Hughes fire, currently burning over 10K acres north of Santa Clarita, to the tool:
551	LA Residents Sue City Over Power Lines Allegedly Sparking Deadly Palisades Wildfire
552	Palisades Fire spreading rapidly; fast approaching Brentwood, West LA and Encino. The fire has already consumed 21,595 acres and destroyed the Pacific Palisades neighborhood. 
553	Miguel Gurwitz and Rolando Cantu - 2/5/2025 #TheBlitz #SuperBowlLIX
554	Scores of Los Angeles residents returned Tuesday to wildfire-ravaged Pacific Palisades after officials let people drive back into the scorched community.
555	According to Palisades garden hose guy, it wasn't a roaring inferno sweeping across the landscape, it was millions of embers being spread by the wind like little arsonists creating these islands of destruction.
556	Los Angeles is struggling to repair the damage of their historic wildfires and is begging for federal monies.   At the same time, they are set to spend nearly $10 billion on health care for illegal aliens.  Make it make sense!
557	Day 19 & 20 weekend update on our Palisades permit: No update. Ball is in the city's court.  Some ask - why do you care about permitting so fast? We can build this in 30-60 days. In 2024 we built a similar one in 45 days.  It shouldn't take longer to permit the home than to build x.com/alexisxrivas/s…
558	Just 2 months after LA fires, Asm. Carl DeMaio unearthed an audit from 6 YEARS AGO that warned that LA County & others were not prepared for emergency evacuations & not even complying with state law! But it gets WORSE – as DeMaio exposes how Gov. Newsom is also to blame. Watch:
559	 MULTIPLE WILDFIRES CURRENTLY RAGING IN CALIFORNIA  Blazes spreading through dry underbrush are now moving in California, with evacuation orders currently underway.  There's the Hughes Fire 500+ acres, north of Palisades in Castaic, CA LA County, zero containment.  There's
560	Just learned the famous Los Angeles Methodist preacher, social reformer & radio broadcaster “Fighting” Bob Shuler was mentored as young man by my great great grandmother in southwest Virginia.
561	Here is an updated summary of the current wildfire situation in California as of January 16, 2025: Palisades Fire: This fire has burned more than 23,700 acres, with containment at 18% as of early today. It remains a significant threat, especially with the continuation of Santa
562	Can we all just agree to Block ALL these celebrities that have harmed children!! We cannot continue their careers here in California!   Some have even harmed their very own children and yet even their child’s own statements and testimonies haven’t detoured you?? Making them money
563	In a record 28 days,  @EPA  cleared thousands of destroyed homes in Los Angeles as part of President Trump’s directive to remove hazardous materials. This was the agency's largest wildfire cleanup ever.   Check out my latest op ed in  @BreitbartNews . https://breitbart.com/environment/2025/02/25/exclusive-lee-zeldin-epa-finishes-phase-1-hazardous-material-removal-in-l-a-in-just-28-days/amp/…
564	Border patrol has been requested to the area of the #Border4Fire for a individual starting fires.
565	FWD continues Severe Thunderstorm Warning [wind: 60 MPH (RADAR INDICATED), hail: 1.00 IN (RADAR INDICATED)] for Anderson [TX] till 7:45 PM CDT https://mesonet.agron.iastate.edu/vtec/f/2025-O-CON-KFWD-SV-W-0112_2025-03-30T23:59Z…
566	SLOWBURN IS OVER. FOREST FIRE IS IN KKKKKK
567	Ok Ahn Nae Sang just pop up in #thewitchep2 and while I’m loving #TheDevilJudge reunion and all that  I have no forgiven this actor for the perfection in execution, of his Useless character in #blackout #snowwhiteisdead it was a 9.9/10 drama of 2025 and that man  I HATED HIM!!
568	[] According to 2025 Overseas Hallyu Survey released by the Ministry of Culture, Sports and Tourism, #BTS has ranked first (24.6%) as the most loved / preferred singer for the 7th consecutive year, despite being on hiatus since 2022!  CONGRATULATIONS BTS BTS PAVED THE WAY
569	any topics you'd like @AnthonyLaPanta and me to discuss during tonight's 7 o'clock live Worst Seats in the House @TalkNorthPod at Splitrocks?
570	Took a pic of the beautiful California coastline while at work!  Happy Friday Eve!
571	Firefighters continue to battle 5 large wildfires in Los Angeles and Ventura Counties.  Major Incident Update (1/10/2025)  #EatonFire * North Pasadena and Altadena  (LA County) * 13,690 acres, 3% contained * 5,000+ structures likely damaged and destroyed * Likely the 4th Most
572	This is outrageous. (And I would say that about any school involved.)  IT WAS IN THE MIDDLE OF THE WILDFIRES
573	I knew she was getting fired when i saw this. It’s 2025 and u can’t read the room? People getting fired for TikTok everyday B 
574	The Palisades Fire, which stretches for over 22,000 Acres and is only 8% Contained, has passed through the Mandeville Canyon and is now heading towards Neighborhoods in the San Fernando Valley; with Mandatory Evacuations being issued for Thousands of additional Residents.
575	Part 1 of  @KareemSSN 's top 30 prospect list for 2025 is premiering right now on our YouTube channel! #STLCards  Watch now: https://youtube.com/watch?v=wAZNbvjufvQ&ab_channel=Dealin%E2%80%99theCards…
576	Jin of BTS was spotted volunteering to support the wildfire victims.
577	Woman in “Palisades Strong” T-shirt charged with looting a home burned in wildfire
578	2008 Elite 8 vs 2025 Elite 8  '08 (1) UNC > (3) Louisville (1) Kansas > (10) Davidson (1) Memphis > (2) Texas (1) UCLA > (3) Xavier  '25 (1) Auburn > (2) Michigan State (1) Florida > (3) Texas Tech (1) Duke > (2) Alabama (1) Houston > (2) Tennessee  Worst March Madness ever?
579	 Apple Music Top 100: Macau   [24/01/2025]   #ARMYonAppleMusic #BTSRunsAppleMusic
580	The politicians in California failed the people in California.   That’s all there is to it.
581	The team at California Wildfire continues to monitor yet another potentially significant and extended period of critical Fire Weather conditions across Southern California.   Fire Wx concerns: With winds gusting up to 60 mph in favored locations and extremely low Relative
582	January 20, AM Update: LADWP crews continue to work 24/7 in the Palisades area on repairing vital infrastructure needed to restore customers, and are on standby ready to respond to any weather-related power outages due to the red flag conditions. https://ow.ly/KfP250UJQPW
583	https://dailykos.com/stories/2025/1/15/2296689/-H-G-Wells-The-Shape-of-Things-to-Come?pm_campaign=front_page&pm_source=latest_community&pm_medium=web… This influenced a lot of sci fi writers and the USAF....... @KingMilkfart666  @GaryAuvens49149  @AdamGoldsack
584	Have not seen a wildfire setup like this for Central Texas in many years.   Folks, this is as bad as it gets tomorrow. Howling winds, extreme drought, dormant fuels following extreme cold in late February... Be extremely vigilant and mindful of anything that could spark a fire
585	We must fight as hard as we can to protect the First Amendment.  The California Medical Board attempted to strip my medical license for my comments on hydroxychloroquine and ivermectin.  I fought. I won. This is how you keep the First Amendment alive.  We must all make this
586	The U.S. Military Academy has disbanded a dozen West Point cadet clubs centered on ethnicity, gender, race and sexuality.
587	you are stuck in an elevator, who are you with?
588	The 2025 #NCAAWBB All-Tournament Team   #MarchMadness x #WFinalFour
589	#MALIBU, CA - I wanted to share this new low level perspective of PCH, where destruction from the Palisades Fire begins just east of Carbon Beach… This heartbreaking flyby shot ends just past Big Rock Dr
590	Bank dey comot money unannounced.  MTN  dey increase subscription money everyday.  CBN Dey demand for charges on transfer from bank .  Electricity is not stable   Nigeria and long life and prosperity in same sentence in 2025 is cr@zy 
591	ATLAS - เป๊ะ |  KEY VISUAL   OFFICIAL MV  Spotify & MUSIC STREAMING   09.04.2025 | 7PM YouTube : ATLAS  #ATLASเป๊ะ_KeyVisual #ATLASเป๊ะ #NewSingle
592	You can believe the lies or not but the WEF/UN globalists have no intention of allowing fire victims in the Palisades and Altadena areas to rebuild single family homes.   They will use the California EPA blaming toxic hazards to delay access regardless of promises made in front
593	who fucking called me out
594	Pistons Notes: Bickerstaff, Hardaway Jr., Thompson, Offseason Approach, Cunningham https://hoopsrumors.com/2025/03/pistons-notes-bickerstaff-hardaway-jr-thompson-offseason-approach-cunningham.html?utm_source=twitter…
595	We are watching the Franklin and Palisades Burns Scars closely right now as more activity is developing to the south. A warning is possibly needed for this area, so stay tuned!
596	We want Tulsi Gabbard and Kash Patel confirmed  @SenAlexPadilla  - I am a southern California resident and in your district. They are both very good candidates and anything you do to stop their appointment tells me that you are circumventing the will of the people for political
597	A SLOW BURN? Palisades Blaze May Have Been Caused By Recent 'Reignited' NYE Fire: Report
598	Eaton fire could be first big test for California wildfire fund created to keep utilities out of bankruptcy
599	Leaking my way back to LA
600	"Late MEGADETH Drummer NICK MENZA's ""This Was My Life"" Documentary Red Carpet Premiere Postponed Due To Devastating Wildfire https://bravewords.com/news/late-megadeth-drummer-nick-menza-s-this-was-my-life-documentary-red-carpet-premiere-postponed-due-to-devastating-wildfire…"
601	The prospect of immigration agents entering schools is sending shockwaves among communities
602	Wow la chance putain quel homme
603	"California, Palisades Fire: Update, responding resources say they are experiencing spotting up to 1/2 mile already and the high winds are making the situation very difficult to contain. 
#wildfire #cafire "
604	California wants Lower Taxes & End to extreme policies.
